id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3084473,One Bedroom Apartment ,5691429,Patrick,Manhattan,Morningside Heights,40.80739,-73.95918,Entire home/apt,100,1,5,2014-12-22,0.08,1,0
3090474,Times Square Unique Studio,15718962,Samira,Manhattan,Hell's Kitchen,40.75771,-73.99407,Private room,100,1,257,2019-06-13,4.2,1,20
3090922,"Private Rm in Cozy Wburg Loft, 1 blk fr Bedford L",4936720,Mac,Brooklyn,Williamsburg,40.7152,-73.95445,Private room,75,1,52,2019-06-16,1.29,2,25
3095502,Cozy 1BR Apartment by Subway,10930874,Tyler,Queens,Forest Hills,40.72713,-73.84946,Entire home/apt,100,1,1,2014-09-04,0.02,1,0
3114929,Modern Stylish and Legendary.,14911623,Nicholas,Manhattan,Harlem,40.81736,-73.93921,Private room,150,1,2,2019-05-19,0.19,2,87
3120957,"Clean, Safe, Convenient, Comfy",8703,Michael,Manhattan,Harlem,40.80699,-73.94227,Shared room,200,1,8,2016-09-29,0.13,1,180
3122230,Cozy Harlem Home,15859636,Kyle,Manhattan,Harlem,40.81595,-73.9447,Private room,125,1,0,,0.0,1,0
3128865,"charming, sunny and quiet studio",15890334,Joscelyn,Brooklyn,Prospect Heights,40.67527,-73.96604,Entire home/apt,67,1,0,,0.0,1,0
3129731,Dbl Room with Terrace and View!,7853594,Hans,Manhattan,Upper East Side,40.76282,-73.9637,Private room,147,1,25,2019-04-21,0.51,2,10
3137426,Gramercy Luxurious 2 BD condominium,15667008,Manhattan,Manhattan,Gramercy,40.73666,-73.9796,Private room,199,1,0,,0.0,1,365
3139749,Room in Manhattan=15 min to TimesSq,7580038,Jack Andrew,Manhattan,Harlem,40.82584,-73.94673,Private room,500,1,3,2014-09-27,0.05,3,363
3145484,Historic Townhome for Photo and Video Shoots,3323488,Tenisha & Marty,Brooklyn,Bedford-Stuyvesant,40.68695,-73.95427,Entire home/apt,500,1,28,2018-11-02,0.71,2,365
3157330,"clean, casual 2BD apt in bed-stuy!",9105586,Marc,Brooklyn,Bedford-Stuyvesant,40.68898,-73.9412,Entire home/apt,75,1,1,2015-02-12,0.02,1,0
3157420,Giant Private Room in Battery Park ,4119683,Zachary,Manhattan,Battery Park City,40.71029,-74.01725,Private room,100,1,4,2016-07-26,0.08,1,0
3164173,Bright Studio in New WB Building,2338762,Masha,Brooklyn,Williamsburg,40.71808,-73.95511,Entire home/apt,150,1,12,2016-08-28,0.33,1,0
3206224,Improved Response Rate@ The Valley,16245414,Shae,Brooklyn,Bushwick,40.69368,-73.92295,Entire home/apt,110,1,189,2019-06-15,3.06,4,179
3207986,"Modern loft in Cobble Hill, BK",1874429,Lisa,Brooklyn,Boerum Hill,40.68558,-73.9903,Private room,99,1,75,2019-05-31,1.28,1,125
3213712,LUXURY 1 BR MIDTOWN w POOL & GYM,1014484,Petek,Manhattan,Murray Hill,40.74814,-73.97277,Entire home/apt,189,1,3,2016-01-05,0.05,1,0
3219835,Beautiful Row House Steps From Park,16305093,Betsy,Brooklyn,Windsor Terrace,40.65779,-73.97595,Entire home/apt,250,1,0,,0.0,2,0
3220178,Artist's home near park and trains,16307118,Dov,Brooklyn,Prospect-Lefferts Gardens,40.65684,-73.95719,Private room,55,1,47,2019-06-22,0.79,1,249
3223080,Modern Renovated Luxury 1BR - Soho,16319729,Tim,Manhattan,SoHo,40.72652,-74.00266,Entire home/apt,149,1,0,,0.0,1,0
3224913,Private Nook in Bushwick Improved Response Rate,16245414,Shae,Brooklyn,Bushwick,40.69436,-73.9253,Entire home/apt,55,1,115,2019-06-23,1.91,4,64
3237160,Spacious East Village Gem -Union Sq,4928687,Yuval,Manhattan,East Village,40.7278,-73.97997,Entire home/apt,175,1,2,2017-07-01,0.05,1,0
3238109,Cozy 1 BR in a 4br/2ba apartment!!!,16383743,Yuma,Brooklyn,Flatbush,40.64964,-73.96017,Private room,180,1,0,,0.0,1,0
3245000,Spacious prewar apartment in heart of Greenpoint,13561307,Katy,Brooklyn,Greenpoint,40.7238,-73.94859,Entire home/apt,149,1,2,2019-03-18,0.28,1,0
3247291,Comfort and Charm in Harlem Brownstone near Subway,16425715,Soon,Manhattan,Harlem,40.81198,-73.9437,Private room,80,1,134,2019-07-03,4.36,1,227
3248010,Chic Aptmnt close to Barclay Center,1588656,Rebekah,Brooklyn,Park Slope,40.67794,-73.97398,Entire home/apt,125,1,154,2019-06-25,3.05,2,122
3251638,"Subletting in CrownHeights,Brooklyn",8243983,Sara,Brooklyn,Crown Heights,40.66758,-73.95033,Private room,50,1,0,,0.0,1,0
3257345,Beautiful LES Apartment,417100,Tara,Manhattan,Chinatown,40.71338,-73.99226,Entire home/apt,135,1,18,2016-12-16,0.35,1,0
3261569,Big Private 4 bedrooms 1 bathroom Near Subway!,10297692,Dee,Brooklyn,Crown Heights,40.67658,-73.93122,Entire home/apt,300,1,32,2019-05-25,0.52,2,254
3262855,BEAUTIFUL ROOM NEAR PROSPECT PARK!!,16499705,John,Brooklyn,Flatbush,40.65148,-73.95847,Entire home/apt,70,1,5,2015-12-01,0.08,1,0
3265275,"2BR, UWS, Doorman, Balcony, CntrlPK",16512899,Jeremy,Manhattan,Upper West Side,40.7898,-73.9708,Entire home/apt,200,1,0,,0.0,1,0
3278631,Private Bedroom Available June 1,16572957,Hope,Manhattan,East Harlem,40.8008,-73.94347,Private room,130,1,3,2015-06-06,0.05,1,0
3286369,Close to JFK & LGA Feels like home,16608415,Smidty,Brooklyn,East New York,40.67517,-73.89814,Private room,135,1,173,2019-07-02,4.69,3,162
3291286,Private Room in great neighborhood,16628226,Rachel,Queens,Long Island City,40.7593,-73.92884,Private room,100,1,0,,0.0,1,0
3307936,NYC Studio Loft in Meatpacking ,7889819,Tara,Manhattan,West Village,40.73993,-74.00619,Entire home/apt,240,1,22,2015-10-24,0.37,1,0
3311830,Beautiful Clean & Quiet Room! Rm#1,11674837,Christopher,Queens,Ridgewood,40.70476,-73.90874,Private room,59,1,142,2019-06-16,2.34,3,359
3315933,Upper East Side 2 Bedroom Apartment,12774721,Morgan,Manhattan,Upper East Side,40.76884,-73.95826,Entire home/apt,250,1,4,2016-01-03,0.07,1,0
3316877,Giant Private Townhouse w/ Garden,175694,Mia,Brooklyn,Bedford-Stuyvesant,40.6979,-73.94126,Entire home/apt,150,1,0,,0.0,1,0
3317978,Spacious Queen Size Room,16751902,Asher,Manhattan,Upper West Side,40.80048,-73.96621,Private room,44,1,2,2016-06-30,0.05,1,0
3319483,Room w/ Private Bathroom,1498951,Yolanda,Brooklyn,Bushwick,40.70247,-73.92061,Private room,65,1,0,,0.0,1,5
3328706,Central Park West. Queen Size Room,16805656,Fernando,Manhattan,Upper West Side,40.79893,-73.96249,Private room,90,1,146,2019-06-23,2.67,2,40
3341682,Prime Greenpoint/Williamsburg room,1558222,Nikki,Brooklyn,Greenpoint,40.72285,-73.95192,Private room,75,1,3,2015-10-19,0.05,3,0
3343038,Mellow One Bedroom in Chelsea ,16872923,Spencer,Manhattan,Chelsea,40.74934,-74.00274,Entire home/apt,370,1,8,2014-08-28,0.13,1,365
3351584,Amazing Oasis in NYC!,455017,Lauren,Manhattan,Washington Heights,40.83473,-73.93706,Private room,80,1,1,2019-05-25,0.67,1,351
3354459,Family home near Prospect Park,16926937,Johanna,Brooklyn,South Slope,40.66691,-73.98507,Entire home/apt,200,1,4,2019-04-27,0.07,1,0
3363364,Cozy 1 bedroom in charming home.,16968100,Sandra,Brooklyn,East Flatbush,40.65284,-73.94413,Private room,150,1,0,,0.0,1,299
3368427,Happy big family,4044499,Alexander,Brooklyn,Flatbush,40.65287,-73.96353,Private room,30,1,0,,0.0,1,0
3369826,Quant 1bdrm in midtown west,17001535,Paul,Manhattan,Hell's Kitchen,40.75524,-73.99839,Entire home/apt,175,1,1,2014-09-24,0.02,1,347
3369929,Couch in E. Williamsburg Luxury Apt,1910452,Thuy,Brooklyn,Williamsburg,40.70586,-73.94135,Shared room,60,1,0,,0.0,2,0
3373030,"Cute,Cozy Lower East Side 1bdrm",7549,Ben,Manhattan,Lower East Side,40.71307,-73.99025,Entire home/apt,150,1,60,2019-06-25,1.0,4,188
3378576,Private room in Williamsburg Apt,6273146,Jon,Brooklyn,Williamsburg,40.70935,-73.94614,Private room,250,1,0,,0.0,1,0
3378585,Beautiful Studio Near Times Square ,13535952,Nastassia,Manhattan,Hell's Kitchen,40.76125,-73.99642,Entire home/apt,300,1,0,,0.0,1,0
3386226,"Lovely 2 Floor Home, Gem in Heart of Williamsburg!",4185064,Paulina,Brooklyn,Williamsburg,40.71649,-73.96166,Entire home/apt,285,1,89,2019-06-23,1.47,2,110
3401911,Battery Park City Sunny Bedroom ,17156530,Lily,Manhattan,Battery Park City,40.71062,-74.01537,Private room,110,1,0,,0.0,1,0
3410516,Luxurious Living in Williamsburg/Brooklyn,17196239,Sabine,Brooklyn,Williamsburg,40.71082,-73.95186,Entire home/apt,250,1,7,2019-04-26,0.12,1,170
3411815,"Lovely, Sunny Bedroom in Huge DUMBO Apartment",1649108,Allie,Brooklyn,Vinegar Hill,40.7044,-73.98153,Private room,85,1,83,2019-05-31,1.51,3,21
3420223,Sunny Bushwick Apartment / Morgan L,17241205,Abigail,Brooklyn,Williamsburg,40.70791,-73.93396,Entire home/apt,129,1,21,2016-09-05,0.36,1,0
3424458,Sun-soaked 1BR in Park Slope with amazing NYC view,17247205,Laura,Brooklyn,Park Slope,40.66891,-73.97987,Entire home/apt,240,1,1,2017-10-31,0.05,1,0
3431378,Luxe Tuscan Suite Private Room,17292935,Anne,Bronx,Mott Haven,40.81055,-73.92482,Private room,55,1,231,2019-06-22,3.95,2,16
3437101,Sparkling Brick APT Heart UES +Yoga,17318747,Jay,Manhattan,Upper East Side,40.77343,-73.95979,Private room,99,1,21,2019-06-15,0.47,2,82
3440135,Cozy studio in the heart of Greenwich Village,7356757,Casey,Manhattan,Greenwich Village,40.73232,-74.0002,Entire home/apt,225,1,39,2019-06-18,2.73,1,49
3447448,Waterfront Experience,14509754,Wally,Brooklyn,Williamsburg,40.71936,-73.96181,Private room,150,1,0,,0.0,1,364
3448037,Modern Pad in Prime Williamsburg!,634096,Naomi,Brooklyn,Williamsburg,40.71644,-73.95876,Entire home/apt,250,1,0,,0.0,1,0
3450210,Spacious Apt in Townhouse near Columbia University,17389236,Emilie,Manhattan,Harlem,40.80493,-73.95677,Entire home/apt,215,1,107,2019-06-22,1.8,1,47
3457770,Cute 1 BR in the Lower East Side,9604972,Alexia,Manhattan,Lower East Side,40.7212,-73.98893,Entire home/apt,110,1,1,2014-08-09,0.02,1,0
3461872,Private BR in 3 BR Apt - E. Harlem,5220670,Jonathon,Manhattan,East Harlem,40.80278,-73.94001,Private room,75,1,3,2015-10-04,0.05,1,0
3462975,Boutique Loft Condo In West Village,17159358,Richard,Manhattan,West Village,40.73476,-74.001,Entire home/apt,289,1,7,2015-09-24,0.12,1,0
3463385,Gorgeous room in Manhattan,10698270,Evgenia,Manhattan,Upper East Side,40.76717,-73.95532,Private room,95,1,202,2019-05-27,3.31,2,263
3463475,☆ PERFECT MANHATTAN LOCATION NEAR SUBWAY & CAFES!☆,1384256,Jenny,Manhattan,Lower East Side,40.71812,-73.98619,Entire home/apt,197,1,285,2019-06-30,4.83,1,8
3464727,Fabulous 1 Bedroom Apt for 1 week,17456385,Kelsey,Manhattan,Hell's Kitchen,40.76753,-73.98397,Entire home/apt,150,1,0,,0.0,1,0
3465651,"“No Place Like Home”
1st Floor Suburban Apt.",4060346,"Lisa, Nancy & John",Staten Island,Eltingville,40.54268,-74.16254,Private room,56,1,145,2019-07-05,2.38,1,258
3469171,Red Hook Prime 1 BR Priv. Garden 3 blks NYC Ferry,1499484,Tom,Brooklyn,Red Hook,40.67851,-74.01591,Entire home/apt,142,1,169,2019-06-24,2.8,2,306
3474320,Private brownstone studio Brooklyn,12949460,Asa,Brooklyn,Park Slope,40.67926,-73.97711,Entire home/apt,160,1,488,2019-07-01,8.14,1,269
3479639,Designer's duplex loft with 16' ceilings,17527788,Taylor,Brooklyn,Bushwick,40.69642,-73.93361,Entire home/apt,144,1,51,2019-06-15,0.84,2,85
3485146,"Sun Soaked, NYC Brownstone Apt",6707119,Parnell,Manhattan,Harlem,40.8079,-73.94887,Entire home/apt,150,1,1,2014-12-30,0.02,1,0
3487445,Sunny and Spacious 1 bedroom apt,2553182,Esty,Manhattan,Upper East Side,40.77097,-73.94848,Entire home/apt,350,1,0,,0.0,1,0
3496384,Interfaith Retreat Guest Rooms (Om),16677326,Alex And Zeena,Manhattan,Chelsea,40.74977,-73.99647,Private room,85,1,145,2019-06-24,3.48,12,342
3496438,NYC 1BD near Central Park & Shops,17604079,Meghan,Manhattan,Harlem,40.80724,-73.94739,Entire home/apt,170,1,1,2014-08-05,0.02,1,0
3504289,Cheap accommodation in Manhattan,11308483,Nathan,Manhattan,Kips Bay,40.73877,-73.98171,Private room,80,1,2,2014-07-11,0.03,1,0
3511934,Beautiful West Harlem brownstone,17682312,Arnold,Manhattan,Harlem,40.82947,-73.95104,Private room,84,1,0,,0.0,1,0
3513662,Luxury 2 bed apt in WILLIAMSBURG BK,6153186,Michael,Brooklyn,Williamsburg,40.71784,-73.95521,Entire home/apt,150,1,5,2015-12-17,0.08,1,0
3521162,Studio in the heart of Chelsea,17730490,Ashley,Manhattan,Chelsea,40.74252,-73.9975,Entire home/apt,175,1,18,2016-05-11,0.31,1,0
3522244,Charming Brooklyn Room,922478,Brad,Brooklyn,Clinton Hill,40.6825,-73.95888,Private room,65,1,52,2019-06-09,0.87,2,82
3522329,East Village 1 Bedroom,17737666,Allie,Manhattan,East Village,40.73136,-73.98714,Entire home/apt,140,1,48,2016-01-17,0.81,1,0
3531018,It's The Brooklyn Way !!!,12291588,Maximus,Brooklyn,Bedford-Stuyvesant,40.68476,-73.92975,Entire home/apt,59,1,142,2019-07-01,2.63,1,318
3531959,Charming Artists in the Heights,17781037,Gideon & Chantal,Manhattan,Harlem,40.82447,-73.95076,Private room,95,1,2,2014-10-20,0.03,1,0
3533604,Private Room in a two bedroom apt.,9510645,Rylan,Brooklyn,Bushwick,40.70399,-73.92813,Private room,96,1,332,2019-07-06,5.57,2,355
3533669,Charming West Village Apartment,6828085,Ricardo,Manhattan,West Village,40.73622,-74.00147,Shared room,110,1,47,2019-06-03,0.81,1,362
3533741,Private Room in Famed Artistic Flat,17791294,Taylor,Manhattan,Hell's Kitchen,40.76878,-73.98719,Private room,110,1,0,,0.0,1,0
3539618,Large modern studio in Gramercy,506909,Nevena,Manhattan,Kips Bay,40.73788,-73.98048,Entire home/apt,170,1,9,2015-05-21,0.15,1,0
3540370,Sunny room in East Village!,17820079,Kent,Manhattan,East Village,40.72673,-73.98004,Private room,130,1,191,2019-05-27,3.17,1,0
3540722,Modern Bohemian Studio,17820464,Allison,Manhattan,East Village,40.72454,-73.97836,Entire home/apt,145,1,358,2018-12-03,5.96,1,3
3542523,HEART of Williamsburg  w/ Rooftop!,747031,Jack,Brooklyn,Williamsburg,40.71466,-73.96429,Entire home/apt,500,1,138,2017-12-20,2.34,1,282
3544610,Apartment near the US Open,17845064,Ingrid,Queens,Forest Hills,40.73334,-73.85433,Entire home/apt,150,1,0,,0.0,1,364
3544858,"Private room in Greenpoint, BK",7879349,Abby,Brooklyn,Greenpoint,40.72472,-73.94135,Private room,60,1,1,2014-08-18,0.02,1,0
3550879,Beautiful Harlem apt with views,17874864,Kayvon,Manhattan,Harlem,40.8214,-73.95675,Shared room,200,1,31,2016-11-01,0.53,1,365
3552693,"2 room, by Sutton Place",17885257,David,Manhattan,Midtown,40.75503,-73.96711,Entire home/apt,180,1,0,,0.0,1,0
3553361,Awesome Loft in Williamsburg,15735446,Thomas,Brooklyn,Williamsburg,40.71707,-73.94708,Entire home/apt,200,1,14,2019-06-30,0.24,1,336
3563271,Williamsville Sleep & Stay,6911276,Brian & Arlette,Brooklyn,Clinton Hill,40.6818,-73.96238,Private room,99,1,83,2019-06-12,1.39,1,248
3568596,Beautiful 1 BR in The Heights!,7499240,Candy,Manhattan,Washington Heights,40.8362,-73.94033,Private room,80,1,3,2015-10-19,0.05,2,314
3581153,Modern 1BD Chelsea Apartment,18038832,Crystal & John,Manhattan,Chelsea,40.74767,-73.99393,Entire home/apt,230,1,29,2019-05-26,0.49,1,0
3581652,Duplex in SoHa,18041691,Sebastien,Manhattan,Harlem,40.80411,-73.95624,Entire home/apt,225,1,5,2016-07-29,0.09,1,0
3583702,Brooklyn's Finest,18018059,Erin,Brooklyn,Bushwick,40.68258,-73.90472,Entire home/apt,122,1,157,2019-07-01,2.64,1,235
3584528,Spacious Loft with Spiral Staircase,11495235,Leslie,Brooklyn,Bushwick,40.70204,-73.92109,Entire home/apt,150,1,2,2016-01-05,0.03,1,0
3591107,Gorgeous Bedroom by the Park,6310115,Lanny,Brooklyn,Prospect-Lefferts Gardens,40.65598,-73.95512,Private room,50,1,12,2019-01-01,0.31,1,0
3595503,Charming bedroom in Comfy apt,18115202,Robie,Manhattan,East Village,40.7296,-73.99054,Private room,85,1,0,,0.0,1,0
3601900,Cozy Private Room in the heights!,18147523,Carli,Manhattan,Washington Heights,40.84943,-73.93146,Private room,50,1,14,2018-01-01,0.23,1,0
3605654,Large 1 bedroom/bathroom w/balcony,18170442,Giuliana,Manhattan,Financial District,40.7055,-74.00866,Entire home/apt,165,1,0,,0.0,1,0
3611620,Private Room In Gorgeous Apartment July 1st-30th!,18198406,Joseph,Brooklyn,Bedford-Stuyvesant,40.692,-73.93852,Private room,45,1,13,2017-07-31,0.26,1,0
3616527,Pvt 1 Bed in Fort Greene,16669342,Matthew,Brooklyn,Clinton Hill,40.69741,-73.96942,Entire home/apt,100,1,0,,0.0,1,0
3616946,Great room near Chelsea market,18225315,Alain,Manhattan,Chelsea,40.74016,-74.00049,Private room,135,1,14,2015-12-14,0.27,1,0
3619399,Best Cozy & Modern Room in Town,17619450,Sean,Brooklyn,Flatbush,40.63631,-73.95313,Private room,69,1,4,2015-10-20,0.09,1,0
3626302,Beautiful Clean & Quiet Room! Rm#2,11674837,Christopher,Queens,Ridgewood,40.70554,-73.90729,Private room,59,1,173,2019-06-19,2.87,3,352
3627326,Spain Room,5652395,Julio,Bronx,Concourse,40.81954,-73.92715,Private room,105,1,3,2018-09-16,0.14,2,365
3628553,1 Bedroom  Apartment close to Northwell & JFK,3552711,Louann,Queens,Queens Village,40.7229,-73.7462,Entire home/apt,125,1,30,2019-03-14,0.5,2,158
3629580,Upper East Renovated 1 Bedroom,18289867,Dan,Manhattan,East Harlem,40.79032,-73.94523,Private room,55,1,3,2014-08-27,0.05,1,0
3630304,Spacious Bedroom 15 mins from NYC!,18297103,Beatriz,Queens,Sunnyside,40.74269,-73.91518,Private room,80,1,57,2019-06-08,0.97,1,253
3632258,Awesome NYC/UWS  private bed/bath in private home,3325418,Patricia,Manhattan,Morningside Heights,40.80309,-73.96367,Private room,150,1,13,2019-04-15,1.27,3,273
3638841,Cozy 1 BD apartment in Sunset park,17917168,Karina,Brooklyn,Sunset Park,40.65046,-74.00402,Entire home/apt,100,1,26,2019-03-24,2.52,1,0
3644017,"Lovely, quiet, private, close to everything",5909599,Danica,Queens,Ditmars Steinway,40.77591,-73.9145,Private room,85,1,31,2019-06-04,0.51,2,84
3646059,Quiet Room in East Williamsburg,17525930,Jillian,Brooklyn,Williamsburg,40.71566,-73.941,Private room,65,1,35,2016-11-13,0.88,1,0
3663178,"Landmark Cottage, Brownstone block",710916,Adam,Brooklyn,Crown Heights,40.67541,-73.94408,Entire home/apt,216,1,233,2019-07-02,3.89,1,295
3687172,Enchanting Studio in West Village,5771331,Alex,Manhattan,Greenwich Village,40.72858,-73.99951,Entire home/apt,190,1,20,2016-05-04,0.33,1,0
3688197,Peaceful and breezy one bedroom,11371357,Julienne,Brooklyn,Kensington,40.64644,-73.9756,Entire home/apt,95,1,10,2018-12-29,0.21,1,0
3693901,THE BEST HOUSE IN BROOKLYN !,17696653,Arleta,Brooklyn,Bedford-Stuyvesant,40.69134,-73.94468,Private room,100,1,2,2016-08-28,0.04,1,365
3696043,Weeklong Discounted Bklyn Apt by Train & Near Dwtn,807340,Kevin,Brooklyn,Brownsville,40.66827,-73.92509,Entire home/apt,75,1,135,2019-07-01,2.27,1,174
3698367,Amazing Location!,5465947,Rose,Brooklyn,Prospect Heights,40.67948,-73.97219,Private room,65,1,6,2015-08-21,0.12,1,0
3702400,Brooklyn Apartment W/ Balcony,10972334,Rob,Brooklyn,Bushwick,40.69825,-73.92788,Private room,175,1,6,2015-11-04,0.1,2,0
3703037,SUBLET in the UWS,18876264,Daniel,Manhattan,Upper West Side,40.77817,-73.97844,Entire home/apt,200,1,0,,0.0,1,0
3704067,Garden Apartment with private patio in Townhouse,188896,Ellen,Brooklyn,Clinton Hill,40.69034,-73.96675,Entire home/apt,175,1,121,2019-01-21,2.03,2,171
3706213,A Beautiful Alvoce Studio,10856201,Neda,Manhattan,Hell's Kitchen,40.76027,-73.99081,Entire home/apt,190,1,0,,0.0,1,0
3715638,Sunny Private Room at Central Park!,9784206,Saint,Manhattan,East Harlem,40.79508,-73.94895,Private room,72,1,204,2019-07-05,3.41,1,219
3717749,Two Porches & Private Room,5573250,Jason,Brooklyn,Kensington,40.6413,-73.98233,Private room,70,1,2,2015-07-06,0.03,1,0
3725902,"Sunny zen apt in Park Slope, BK",4830699,Jennifer,Brooklyn,Gowanus,40.6779,-73.98421,Entire home/apt,162,1,9,2016-09-06,0.23,1,0
3727816,Great place near Flushing Meadow,19044620,Claudiu,Queens,Forest Hills,40.73538,-73.853,Private room,80,1,2,2014-10-22,0.03,1,0
3727861,Manhattan Apartment- low rate ,19044783,Jasmine,Manhattan,Harlem,40.80257,-73.9548,Private room,200,1,0,,0.0,1,0
3731209,"Quaint, Quiet 1BD",19067223,Mohini,Brooklyn,Williamsburg,40.71795,-73.95804,Private room,55,1,1,2015-06-17,0.02,1,0
3738529,True Industrial Loft in Brooklyn,19111611,Chaim,Brooklyn,Navy Yard,40.69817,-73.9654,Entire home/apt,150,1,7,2016-07-11,0.12,1,0
3741405,2br in Manhattan NY ,10577253,Nataly,Manhattan,Harlem,40.81217,-73.95303,Entire home/apt,150,1,3,2016-01-02,0.05,1,0
3747392,Private Rm in heart of Williamsburg,15805343,Tessa,Brooklyn,Williamsburg,40.71858,-73.95711,Private room,150,1,9,2016-06-07,0.19,1,0
3749971,Williamsburg Apt. w/ private patio,10094431,Sofia,Brooklyn,Williamsburg,40.71623,-73.96415,Private room,115,1,78,2019-07-01,1.31,1,8
3758686,★ Convenience & Comfort Awaits!  ♥️ Your Stay! ★,19242857,O.D.,Brooklyn,Crown Heights,40.67472,-73.93,Entire home/apt,117,1,82,2019-06-16,1.39,1,280
3759009,Spacious Studio in West Village!,18270150,Nancy,Manhattan,West Village,40.73243,-74.00052,Entire home/apt,219,1,68,2019-06-25,1.15,1,122
3760824,Bushwick Room w/ Private Entrance & Bathroom!,12720552,Julie,Brooklyn,Bushwick,40.70322,-73.92913,Private room,110,1,16,2019-06-15,0.32,5,345
3769257,Spacious Stylish Sunny Retreat,19315796,Andrew,Manhattan,Midtown,40.75911,-73.96299,Private room,70,1,0,,0.0,1,0
3771656,Amazing Upper East Side Location,19331457,Yevgeny,Manhattan,Upper East Side,40.77632,-73.95458,Private room,95,1,389,2019-07-01,6.51,2,254
3771845,Private Room in Great NYC Nbrhood,7665324,Edward,Manhattan,Lower East Side,40.72144,-73.99356,Private room,95,1,64,2019-06-23,1.12,2,266
3772256,Modern Studio at The Manhattan Club,15765273,Schatzie,Manhattan,Midtown,40.76514,-73.98058,Private room,350,1,9,2018-08-25,0.2,1,0
3779230,"Bright, cozy den in 4 bedrm duplex.",23193,Paris,Brooklyn,Bedford-Stuyvesant,40.68826,-73.9385,Private room,40,1,8,2019-06-05,0.16,4,335
3780206,Perfect Brooklyn Studio Apartment,6739436,Madeline,Brooklyn,Bushwick,40.70716,-73.92171,Entire home/apt,90,1,40,2016-01-16,0.68,1,0
3780951,Charming Harlem apartment,16065171,Gina,Manhattan,Harlem,40.81022,-73.94266,Shared room,115,1,16,2019-05-26,0.27,1,365
3782441,cute convenient village suite,5003239,Ali,Manhattan,Greenwich Village,40.7311,-74.00014,Private room,170,1,20,2019-05-02,0.4,1,364
3789758,1 Bed Apt in Greenpoint Brooklyn ,18609156,Tim,Brooklyn,Greenpoint,40.72793,-73.95011,Entire home/apt,115,1,2,2015-06-18,0.03,1,0
3790118,Metro-luxe Tuscan Suite Private Room,17292935,Anne,Bronx,Mott Haven,40.8105,-73.92507,Private room,55,1,276,2019-06-17,4.63,2,19
3791554,Cosy Inwood apartment,5810195,Emilie,Manhattan,Inwood,40.85988,-73.92709,Private room,39,1,13,2019-06-30,1.18,2,233
3798941,Williamsburg Penthouse Guestroom,6642777,Martin,Brooklyn,Williamsburg,40.71231,-73.95313,Private room,105,1,372,2019-06-21,6.23,2,59
3799598,★Unique two bedroom on 2nd Avenue★,7558452,Zev,Manhattan,East Village,40.72328,-73.98926,Entire home/apt,260,1,299,2019-06-23,5.04,2,232
3802218,Cozy Private Bedroom,19533769,Chandra,Bronx,Mott Haven,40.80772,-73.91791,Private room,53,1,321,2019-06-12,5.46,1,44
3802538,Best location in NYC,16677444,Jeevan,Manhattan,Hell's Kitchen,40.75882,-73.99168,Private room,99,1,147,2019-05-19,2.84,1,4
3811186,Chandelier Room on Historic Brooklyn Block,19524858,Isa,Brooklyn,Prospect-Lefferts Gardens,40.66082,-73.95419,Private room,89,1,52,2018-09-23,1.44,1,188
3816424,3,23633,Eugene,Brooklyn,Bushwick,40.70248,-73.93225,Private room,75,1,0,,0.0,2,0
3818298,Sunny 1bed Oasis in South Harlem/Upper West Side,3856533,Amanda,Manhattan,Harlem,40.80293,-73.95586,Entire home/apt,120,1,23,2019-01-07,0.45,1,0
3819946,Great cozy in Brooklyn,20169857,Fabeye & Nabou,Brooklyn,Bedford-Stuyvesant,40.69634,-73.9441,Private room,33,1,52,2019-04-08,0.87,2,255
3826908,"Home, Sweet Home!",19691070,Haim,Queens,Long Island City,40.74622,-73.94277,Private room,79,1,39,2019-07-06,0.83,1,297
3827311,Cozy & Sunny Hamilton Heights Apt ,19693124,Maia,Manhattan,Harlem,40.82654,-73.9462,Entire home/apt,125,1,10,2019-06-12,0.17,1,297
3829039,Prime Williamsburg Brooklyn Apartment for Holidays,4702135,Jared,Brooklyn,Williamsburg,40.71328,-73.95787,Private room,130,1,0,,0.0,1,0
3835681,"Great location, new lower rates!!!",3339701,Angelo,Queens,Ditmars Steinway,40.77478,-73.91913,Private room,50,1,164,2019-06-20,2.78,4,308
3835757,...New lower rates for low season!!,3339701,Angelo,Queens,Ditmars Steinway,40.77376,-73.91855,Private room,50,1,207,2019-06-21,3.48,4,311
3836189,"Amazing, Spacious Bedroom in BK",9314076,Naeem,Brooklyn,Bedford-Stuyvesant,40.69291,-73.95142,Private room,80,1,0,,0.0,1,0
3838388,Large Sunny Nicely Furnished Studio,19772879,Kim,Manhattan,Washington Heights,40.83818,-73.94303,Entire home/apt,100,1,0,,0.0,1,0
3841033,"Bright, clean studio by subway",9708374,Anaïs,Brooklyn,Bay Ridge,40.63592,-74.02704,Entire home/apt,119,1,1,2016-01-09,0.02,1,0
3841048,"2BR, Heart of Lower East Side",18286622,Ryan,Manhattan,Lower East Side,40.72174,-73.98501,Entire home/apt,150,1,8,2015-06-19,0.13,1,0
3849226,Gorgeous Room in Heart of Soho,5369757,Leighann,Manhattan,SoHo,40.72569,-74.00331,Private room,149,1,55,2019-05-22,0.94,1,354
